0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
2.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 -2.00000e+00
1.73841e+00 2.61581e-01 -2.62501e-02 -5.45799e-02 -4.21276e-02 -2.90975e-02 -2.02169e-02 -1.45671e-02 -1.09435e-02 -8.54105e-03 -6.87981e-03 -5.67882e-03 -4.77172e-03 -4.05816e-03 -3.47661e-03 -2.98885e-03 -2.57086e-03 -2.20745e-03 -1.88883e-03 -1.60853e-03 -1.36206e-03 -1.14606e-03 -9.57811e-04 -7.94891e-04 -6.55044e-04 -5.36078e-04 -4.35845e-04 -3.52246e-04 -2.83247e-04 -2.26913e-04 -1.81426e-04 -1.45107e-04 -1.16436e-04 -9.40496e-05 -7.67518e-05 -6.35041e-05 -5.34196e-05 -4.57513e-05 -3.98791e-05 -3.52955e-05 -3.15921e-05 -2.84449e-05 -2.56021e-05 -2.28717e-05 -2.01109e-05 -1.72161e-05 -1.41147e-05 -1.07566e-05 -7.10745e-06 -3.14162e-06 1.16422e-06 5.83764e-06 1.09171e-05 1.64588e-05 2.25441e-05 2.92876e-05 3.68454e-05 4.54245e-05 5.52931e-05 6.67916e-05 8.03440e-05 9.64713e-05 1.15804e-04 1.39095e-04 1.67235e-04 2.01262e-04 2.42370e-04 2.91921e-04 3.51439e-04 4.22614e-04 5.07289e-04 6.07444e-04 7.25175e-04 8.62670e-04 1.02218e-03 1.20602e-03 1.41650e-03 1.65598e-03 1.92686e-03 2.23161e-03 2.57287e-03 2.95350e-03 3.37681e-03 3.84679e-03 4.36853e-03 4.94891e-03 5.59766e-03 6.32916e-03 7.16547e-03 8.14135e-03 9.31299e-03 1.07732e-02 1.26782e-02 1.52928e-02 1.90580e-02 2.46468e-02 3.27772e-02 4.27540e-02 4.57100e-02 -2.77107e-03 -2.94425e-01 -1.70558e+00
1.52254e+00 4.77457e-01 6.26235e-02 -5.45831e-02 -7.21365e-02 -6.37132e-02 -5.15503e-02 -4.11224e-02 -3.31351e-02 -2.71666e-02 -2.26708e-02 -1.92065e-02 -1.64586e-02 -1.42126e-02 -1.23256e-02 -1.07039e-02 -9.28634e-03 -8.03353e-03 -6.91975e-03 -5.92798e-03 -5.04637e-03 -4.26598e-03 -3.57937e-03 -2.97974e-03 -2.46042e-03 -2.01474e-03 -1.63592e-03 -1.31714e-03 -1.05167e-03 -8.32964e-04 -6.54762e-04 -5.11209e-04 -3.96911e-04 -3.06983e-04 -2.37069e-04 -1.83345e-04 -1.42494e-04 -1.11683e-04 -8.85186e-05 -7.10044e-05 -5.74937e-05 -4.66430e-05 -3.73671e-05 -2.87974e-05 -2.02439e-05 -1.11609e-05 -1.11624e-06 1.02362e-05 2.31809e-05 3.79639e-05 5.48139e-05 7.39634e-05 9.56700e-05 1.20239e-04 1.48049e-04 1.79576e-04 2.15426e-04 2.56369e-04 3.03376e-04 3.57666e-04 4.20746e-04 4.94467e-04 5.81076e-04 6.83268e-04 8.04239e-04 9.47729e-04 1.11806e-03 1.32015e-03 1.55953e-03 1.84229e-03 2.17507e-03 2.56492e-03 3.01928e-03 3.54576e-03 4.15205e-03 4.84577e-03 5.63430e-03 6.52471e-03 7.52362e-03 8.63722e-03 9.87125e-03 1.12312e-02 1.27223e-02 1.43505e-02 1.61223e-02 1.80469e-02 2.01373e-02 2.24137e-02 2.49080e-02 2.76703e-02 3.07776e-02 3.43434e-02 3.85208e-02 4.34732e-02 4.92375e-02 5.52521e-02 5.89385e-02 5.17544e-02 8.94431e-03 -1.34932e-01 -5.34856e-01 -1.46515e+00
1.38559e+00 6.14395e-01 1.81780e-01 -3.60492e-03 -6.65577e-02 -7.95430e-02 -7.51481e-02 -6.61577e-02 -5.70378e-02 -4.90675e-02 -4.24043e-02 -3.68670e-02 -3.22161e-02 -2.82422e-02 -2.47855e-02 -2.17326e-02 -1.90059e-02 -1.65540e-02 -1.43435e-02 -1.23521e-02 -1.05641e-02 -8.96760e-03 -7.55187e-03 -6.30651e-03 -5.22064e-03 -4.28269e-03 -3.48045e-03 -2.80126e-03 -2.23227e-03 -1.76074e-03 -1.37432e-03 -1.06129e-03 -8.10714e-04 -6.12576e-04 -4.57863e-04 -3.38578e-04 -2.47727e-04 -1.79272e-04 -1.28064e-04 -8.97631e-05 -6.07494e-05 -3.80319e-05 -1.91601e-05 -2.14010e-06 1.46434e-05 3.24981e-05 5.24875e-05 7.54887e-05 1.02244e-04 1.33410e-04 1.69599e-04 2.11427e-04 2.59554e-04 3.14734e-04 3.77862e-04 4.50031e-04 5.32594e-04 6.27238e-04 7.36059e-04 8.61658e-04 1.00723e-03 1.17669e-03 1.37475e-03 1.60706e-03 1.88029e-03 2.20225e-03 2.58191e-03 3.02946e-03 3.55629e-03 4.17491e-03 4.89881e-03 5.74226e-03 6.72001e-03 7.84699e-03 9.13786e-03 1.06066e-02 1.22662e-02 1.41278e-02 1.62009e-02 1.84923e-02 2.10061e-02 2.37435e-02 2.67023e-02 2.98766e-02 3.32572e-02 3.68314e-02 4.05831e-02 4.44935e-02 4.85394e-02 5.26903e-02 5.68963e-02 6.10564e-02 6.49412e-02 6.80085e-02 6.89854e-02 6.49470e-02 4.93670e-02 8.23767e-03 -8.68772e-02 -2.88571e-01 -6.77191e-01 -1.32281e+00
1.30019e+00 6.99800e-01 2.90908e-01 6.91134e-02 -3.35512e-02 -7.35653e-02 -8.43273e-02 -8.27462e-02 -7.66306e-02 -6.93307e-02 -6.21572e-02 -5.55384e-02 -4.95482e-02 -4.41365e-02 -3.92251e-02 -3.47433e-02 -3.06379e-02 -2.68726e-02 -2.34241e-02 -2.02774e-02 -1.74223e-02 -1.48497e-02 -1.25504e-02 -1.05136e-02 -8.72613e-03 -7.17293e-03 -5.83695e-03 -4.69978e-03 -3.74217e-03 -2.94463e-03 -2.28789e-03 -1.75339e-03 -1.32363e-03 -9.82411e-04 -7.14998e-04 -5.08206e-04 -3.50403e-04 -2.31468e-04 -1.42698e-04 -7.66980e-05 -2.72485e-05 1.08353e-05 4.18408e-05 6.92918e-05 9.60751e-05 1.24556e-04 1.56684e-04 1.94090e-04 2.38170e-04 2.90170e-04 3.51259e-04 4.22603e-04 5.05440e-04 6.01157e-04 7.11376e-04 8.38040e-04 9.83525e-04 1.15075e-03 1.34332e-03 1.56565e-03 1.82315e-03 2.12239e-03 2.47126e-03 2.87917e-03 3.35720e-03 3.91822e-03 4.57698e-03 5.35015e-03 6.25623e-03 7.31540e-03 8.54922e-03 9.98023e-03 1.16313e-02 1.35252e-02 1.56833e-02 1.81252e-02 2.08673e-02 2.39221e-02 2.72965e-02 3.09913e-02 3.49996e-02 3.93052e-02 4.38816e-02 4.86898e-02 5.36761e-02 5.87695e-02 6.38767e-02 6.88763e-02 7.36057e-02 7.78403e-02 8.12506e-02 8.33230e-02 8.32069e-02 7.94275e-02 6.93573e-02 4.82799e-02 7.83149e-03 -6.63077e-02 -1.97027e-01 -4.16440e-01 -7.58876e-01 -1.24113e+00
1.24486e+00 7.55124e-01 3.80657e-01 1.44704e-01 1.39135e-02 -5.11953e-02 -7.96374e-02 -8.90850e-02 -8.92657e-02 -8.52075e-02 -7.93929e-02 -7.29974e-02 -6.65525e-02 -6.02858e-02 -5.42889e-02 -4.85976e-02 -4.32278e-02 -3.81901e-02 -3.34942e-02 -2.91487e-02 -2.51605e-02 -2.15326e-02 -1.82635e-02 -1.53467e-02 -1.27706e-02 -1.05189e-02 -8.57167e-03 -6.90572e-03 -5.49607e-03 -4.31665e-03 -3.34119e-03 -2.54400e-03 -1.90051e-03 -1.38775e-03 -9.84624e-04 -6.72071e-04 -4.33150e-04 -2.53004e-04 -1.18764e-04 -1.94149e-05 5.43784e-05 1.10452e-04 1.55335e-04 1.94438e-04 2.32226e-04 2.72393e-04 3.18007e-04 3.71658e-04 4.35581e-04 5.11779e-04 6.02136e-04 7.08523e-04 8.32915e-04 9.77500e-04 1.14481e-03 1.33784e-03 1.56022e-03 1.81637e-03 2.11170e-03 2.45281e-03 2.84773e-03 3.30613e-03 3.83962e-03 4.46194e-03 5.18919e-03 6.03997e-03 7.03552e-03 8.19966e-03 9.55864e-03 1.11408e-02 1.29762e-02 1.50956e-02 1.75298e-02 2.03082e-02 2.34574e-02 2.69998e-02 3.09513e-02 3.53199e-02 4.01030e-02 4.52849e-02 5.08346e-02 5.67028e-02 6.28177e-02 6.90815e-02 7.53648e-02 8.14995e-02 8.72691e-02 9.23938e-02 9.65074e-02 9.91197e-02 9.95534e-02 9.68388e-02 8.95374e-02 7.54557e-02 5.11974e-02 1.15077e-02 -5.15737e-02 -1.49534e-01 -2.97525e-01 -5.12511e-01 -8.08431e-01 -1.19158e+00
1.20718e+00 7.92808e-01 4.52213e-01 2.14732e-01 6.63200e-02 -1.90227e-02 -6.44145e-02 -8.61845e-02 -9.45952e-02 -9.56747e-02 -9.28227e-02 -8.79116e-02 -8.19632e-02 -7.55387e-02 -6.89553e-02 -6.24026e-02 -5.60033e-02 -4.98440e-02 -4.39890e-02 -3.84875e-02 -3.33759e-02 -2.86791e-02 -2.44107e-02 -2.05742e-02 -1.71639e-02 -1.41656e-02 -1.15589e-02 -9.31770e-03 -7.41256e-03 -5.81165e-03 -4.48220e-03 -3.39154e-03 -2.50803e-03 -1.80174e-03 -1.24489e-03 -8.12183e-04 -4.80945e-04 -2.31139e-04 -4.52897e-05 9.16674e-05 1.92581e-04 2.68311e-04 3.27966e-04 3.79144e-04 4.28160e-04 4.80272e-04 5.39880e-04 6.10717e-04 6.96025e-04 7.98719e-04 9.21539e-04 1.06720e-03 1.23856e-03 1.43874e-03 1.67133e-03 1.94056e-03 2.25149e-03 2.61023e-03 3.02425e-03 3.50256e-03 4.05608e-03 4.69791e-03 5.44368e-03 6.31178e-03 7.32367e-03 8.50400e-03 9.88075e-03 1.14850e-02 1.33509e-02 1.55147e-02 1.80144e-02 2.08882e-02 2.41733e-02 2.79037e-02 3.21083e-02 3.68080e-02 4.20130e-02 4.77194e-02 5.39057e-02 6.05287e-02 6.75194e-02 7.47778e-02 8.21671e-02 8.95076e-02 9.65675e-02 1.03053e-01 1.08595e-01 1.12726e-01 1.14858e-01 1.14232e-01 1.09857e-01 1.00412e-01 8.40906e-02 5.83988e-02 1.98677e-02 -3.62704e-02 -1.16361e-01 -2.28340e-01 -3.81134e-01 -5.83185e-01 -8.40813e-01 -1.15920e+00
1.18025e+00 8.19732e-01 5.09090e-01 2.76475e-01 1.18170e-01 1.77504e-02 -4.23278e-02 -7.61272e-02 -9.34938e-02 -1.00818e-01 -1.02072e-01 -9.96699e-02 -9.50714e-02 -8.91706e-02 -8.25294e-02 -7.55166e-02 -6.83861e-02 -6.13215e-02 -5.44601e-02 -4.79057e-02 -4.17360e-02 -3.60065e-02 -3.07538e-02 -2.59970e-02 -2.17408e-02 -1.79771e-02 -1.46875e-02 -1.18456e-02 -9.41906e-03 -7.37154e-03 -5.66462e-03 -4.25926e-03 -3.11709e-03 -2.20132e-03 -1.47749e-03 -9.13937e-04 -4.82049e-04 -1.56351e-04 8.55278e-05 2.62998e-04 3.92721e-04 4.88868e-04 5.63397e-04 6.26343e-04 6.86099e-04 7.49692e-04 8.23036e-04 9.11176e-04 1.01851e-03 1.14899e-03 1.30635e-03 1.49427e-03 1.71659e-03 1.97749e-03 2.28174e-03 2.63492e-03 3.04363e-03 3.51585e-03 4.06119e-03 4.69125e-03 5.41997e-03 6.26403e-03 7.24315e-03 8.38049e-03 9.70289e-03 1.12410e-02 1.30294e-02 1.51061e-02 1.75125e-02 2.02921e-02 2.34895e-02 2.71489e-02 3.13115e-02 3.60130e-02 4.12804e-02 4.71284e-02 5.35550e-02 6.05369e-02 6.80243e-02 7.59356e-02 8.41507e-02 9.25049e-02 1.00781e-01 1.08701e-01 1.15916e-01 1.21995e-01 1.26408e-01 1.28510e-01 1.27512e-01 1.22445e-01 1.12110e-01 9.50054e-02 6.92328e-02 3.23811e-02 -1.85974e-02 -8.74780e-02 -1.78747e-01 -2.97367e-01 -4.48265e-01 -6.35708e-01 -8.63393e-01 -1.13662e+00
1.16023e+00 8.39760e-01 5.54639e-01 3.29759e-01 1.66746e-01 5.56632e-02 -1.64152e-02 -6.10988e-02 -8.73015e-02 -1.01308e-01 -1.07341e-01 -1.08168e-01 -1.05595e-01 -1.00806e-01 -9.45986e-02 -8.75241e-02 -7.99785e-02 -7.22547e-02 -6.45746e-02 -5.71075e-02 -4.99816e-02 -4.32911e-02 -3.71013e-02 -3.14530e-02 -2.63656e-02 -2.18407e-02 -1.78651e-02 -1.44143e-02 -1.14550e-02 -8.94799e-03 -6.85025e-03 -5.11724e-03 -3.70443e-03 -2.56857e-03 -1.66873e-03 -9.66944e-04 -4.28632e-04 -2.27799e-05 2.78031e-04 4.97744e-04 6.57041e-04 7.73612e-04 8.62473e-04 9.36294e-04 1.00573e-03 1.07976e-03 1.16595e-03 1.27081e-03 1.40002e-03 1.55869e-03 1.75164e-03 1.98361e-03 2.25952e-03 2.58471e-03 2.96519e-03 3.40795e-03 3.92124e-03 4.51493e-03 5.20085e-03 5.99320e-03 6.90897e-03 7.96834e-03 9.19510e-03 1.06170e-02 1.22660e-02 1.41784e-02 1.63947e-02 1.89593e-02 2.19197e-02 2.53254e-02 2.92260e-02 3.36691e-02 3.86972e-02 4.43442e-02 5.06310e-02 5.75609e-02 6.51134e-02 7.32386e-02 8.18505e-02 9.08197e-02 9.99661e-02 1.09051e-01 1.17768e-01 1.25735e-01 1.32485e-01 1.37455e-01 1.39973e-01 1.39247e-01 1.34345e-01 1.24174e-01 1.07453e-01 8.26721e-02 4.80586e-02 1.53312e-03 -5.93097e-02 -1.37176e-01 -2.34968e-01 -3.55579e-01 -5.01648e-01 -6.75519e-01 -8.79941e-01 -1.12008e+00
